"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14911","Delete Employee Test @regression","firefox","2026-06-03","passed","2026-06-03","","deleteEmployee.spec.js","",""
"","9188","Add Employee Page Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","Add Employee Tests","addEmployee.spec.js","",""
"","2607","Empty Credentials Test @negative","chromium","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","14998","Delete Employee Confirmation Popup Test @sanity","chromium","2026-06-03","passed","2026-06-03","","deleteEmployee.spec.js","",""
"","13388","Add Employee Test @regression","firefox","2026-06-03","passed","2026-06-03","Add Employee Tests","addEmployee.spec.js","",""
"","8290","Logout URL Validation Test @sanity","webkit","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","8928","Profile Image Visibility Test @regression","firefox","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","11191","Add Candidate Button Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","5033","Forgot Password Back To Login Test @regression","webkit","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","7887","My Leave Button Visibility Test @regression","webkit","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","4035","Long Username Test @negative","chromium","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","8522","Dashboard My Actions Widget Test @sanity","webkit","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","19240","Edit Employee First Name Test @smoke","firefox","2026-06-03","passed","2026-06-03","","editEmployee.spec.js","",""
"","19529","Edit Employee URL Validation Test @regression","firefox","2026-06-03","passed","2026-06-03","","editEmployee.spec.js","",""
"","7807","Forgot Password Empty Username Validation Test @negative","chromium","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","10135","Time URL Validation Test @regression","webkit","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","8619","Time URL Validation Test @regression","firefox","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","5256","Help Icon Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","6421","Dashboard Search Visibility Test @regression","webkit","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","19786","Delete Employee Button Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","","deleteEmployee.spec.js","",""
"","6827","PIM Sidebar Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","7388","Admin Menu Visibility Test @regression","webkit","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","3557","Password Field Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","5548","Buzz Menu Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","7093","Leave Page Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","7045","Search Box Clear Test @regression","firefox","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","5398","Search Box Refresh Test @smoke","chromium","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","9481","Project Info Button Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","10307","Update Profile Test @regression","webkit","2026-06-03","passed","2026-06-03","Update Profile Tests","updateProfile.spec.js","",""
"","9737","Recruitment Menu Visibility Test @regression","webkit","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","3899","Valid Login Test @smoke @regression","chromium","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","3261","Username Field Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","12340","Recruitment Page Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","18310","Edit Employee First Name Test @smoke","chromium","2026-06-03","passed","2026-06-03","","editEmployee.spec.js","",""
"","4478","User Profile Icon Visibility Test @regression","chromium","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","21697","Edit Employee Test @regression","chromium","2026-06-03","passed","2026-06-03","","editEmployee.spec.js","",""
"","5873","Case Sensitive Username Test @negative","firefox","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","4335","Special Character Username Test @negative","chromium","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","12197","Employee List URL Validation Test @regression","firefox","2026-06-03","passed","2026-06-03","","searchEmployee.spec.js","",""
"","6319","Personal Details Header Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","7285","Sidebar Collapse Button Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","3893","Empty Credentials Test @negative","webkit","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","4403","Header Logo Visibility Test @regression","firefox","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","8786","Timesheets Button Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","8168","Candidates Button Visibility Test @regression","chromium","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","15178","Reports Button Visibility Test @regression","firefox","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","6579","PIM Page Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","8520","Recruitment Search Button Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","6872","Recruitment Search Button Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","12425","My Info Header Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","5269","Search PIM Module Test @regression","chromium","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","10899","Time Refresh Test @regression","webkit","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","8476","Forgot Password Invalid Username Test @negative","chromium","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","4259","Dashboard After Login Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","16329","PIM Menu Visibility Test @regression","webkit","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","3657","Forgot Password Reset Button Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","6216","Valid Logout Test @smoke @regression","firefox","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","14966","Add Employee Button Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","9286","Delete Employee URL Validation Test @smoke","chromium","2026-06-03","passed","2026-06-03","","deleteEmployee.spec.js","",""
"","5498","Valid Logout Test @smoke @regression","chromium","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","8274","Leave URL Validation Test @regression","webkit","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","6324","Admin Navigation Test @smoke","chromium","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","12018","My Info URL Validation Test @regression","webkit","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","7175","Leave URL Validation Test @regression","chromium","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","5266","Special Character Username Test @negative","webkit","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","10061","My Info Header Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","4870","Search Buzz Module Test @smoke","chromium","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","11447","Recruitment Refresh Test @sanity","firefox","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","9178","Recruitment Header Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","7442","Employee List Button Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","8551","First Name Field Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","7079","PIM Navigation Test @smoke","firefox","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","11507","PIM Page Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","6089","Dashboard Time Widget Test @regression","chromium","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","7193","Assign Leave Button Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","3035","Login Form Validation Test @sanity","chromium","2026-06-03","passed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","4437","Invalid Password Test @negative","chromium","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","9722","Recruitment Table Visibility Test @regression","chromium","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","6891","Reports Button Visibility Test @regression","chromium","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","2523","Empty Username Test @negative","chromium","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","4828","Logout Option Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","7012","Dashboard After Login Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","7088","Leave List Button Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","17557","Search Box Refresh Test @smoke","webkit","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","11306","Recruitment URL Validation Test @regression","webkit","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","4816","Header Dropdown Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","7117","Leave List Button Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","3509","Login Page Refresh Test @regression","chromium","2026-06-03","passed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","3480","Login Page Title Test @sanity","webkit","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","6218","Invalid Password Test @negative","firefox","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","5615","Buzz Navigation Test @sanity","chromium","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","17400","Add Employee First Name Field Test @sanity","webkit","2026-06-03","passed","2026-06-03","Add Employee Tests","addEmployee.spec.js","",""
"","6202","Search Button Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","11956","Search Username Field Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","4202","Search Recruitment Module Test @sanity","chromium","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","67883","Invalid Form Data Test @negative","webkit","2026-06-03","failed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","10395","Add Employee Button Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","7050","Add User Button Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","10251","Add Employee Save Button Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","Add Employee Tests","addEmployee.spec.js","",""
"","64550","Login Test for wrong","webkit","2026-06-03","failed","2026-06-03","","excelLogin.spec.js","",""
"","4291","Empty Password Test @negative","firefox","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","2693","Password Field Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","10432","First Name Field Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","5264","Invalid Login Test @regression","firefox","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","10565","Add Admin User Test @regression","firefox","2026-06-03","failed","2026-06-03","Add Admin User Tests","addAdminUser.spec.js","",""
"","6442","Time Navigation Test @sanity","chromium","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","3366","Login Page Title Test @sanity","firefox","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","6728","Attendance Button Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","4636","User Dropdown Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","6879","Invalid Data From JSON Test @negative","firefox","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","5429","Leave Sidebar Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","9705","Delete Employee URL Validation Test @smoke","firefox","2026-06-03","passed","2026-06-03","","deleteEmployee.spec.js","",""
"","9323","Search Button Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","","searchEmployee.spec.js","",""
"","7750","Support Option Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","9395","Last Name Field Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","6591","My Info URL Validation Test @regression","firefox","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","11661","Time Header Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","8423","Time Page Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","7795","Add Admin User Test @regression","chromium","2026-06-03","failed","2026-06-03","Add Admin User Tests","addAdminUser.spec.js","",""
"","6951","Time Header Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","20186","Delete Employee Confirmation Popup Test @sanity","webkit","2026-06-03","passed","2026-06-03","","deleteEmployee.spec.js","",""
"","7235","Leave Sidebar Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","6700","Admin Sidebar Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","8811","Sidebar Visibility After Login Test @regression","webkit","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","3538","Login Page URL Validation Test @smoke","webkit","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","5204","Dashboard Search Visibility Test @regression","chromium","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","5510","Header Refresh Test @smoke","firefox","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","4651","Logout Option Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","11870","Recruitment Module Load Performance Test @performance","firefox","2026-06-03","passed","2026-06-03","","performance.spec.js","",""
"","6611","Search Buzz Module Test @smoke","firefox","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","12052","Recruitment Navigation Test @smoke","webkit","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","5809","Dashboard Navigation Test @regression","firefox","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","4791","Dashboard URL Validation Test @smoke","webkit","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","8902","Add Employee Refresh Test @regression","chromium","2026-06-03","passed","2026-06-03","Add Employee Tests","addEmployee.spec.js","",""
"","2552","Forgot Password Link Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","4255","Empty Username Test @negative","webkit","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","5456","Logout Refresh Test @regression","chromium","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","6808","Leave Module Load Performance Test @performance","chromium","2026-06-03","passed","2026-06-03","","performance.spec.js","",""
"","6594","Leave URL Validation Test @regression","firefox","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","2563","Login Page URL Validation Test @smoke","chromium","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","7121","Search Box Refresh Test @smoke","firefox","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","6053","Form Submission Test @sanity","webkit","2026-06-03","passed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","4004","Support Option Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","12024","Candidates Button Visibility Test @regression","webkit","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","6817","Forgot Password Back To Login Test @regression","chromium","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","4450","Invalid Username Test @negative","chromium","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","6186","Search Admin Module Test @smoke","firefox","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","4799","Search Admin Module Test @smoke","chromium","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","11435","Search Admin Module Test @smoke","webkit","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","5223","Leave Header Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","4413","Login Page Refresh Test @regression","firefox","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","11476","PIM Search Box Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","22486","Search Employee Test @regression","firefox","2026-06-03","passed","2026-06-03","","searchEmployee.spec.js","",""
"","4163","Invalid Data From JSON Test @negative","chromium","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","5140","Profile Option Visibility Test @regression","firefox","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","10813","Vacancies Button Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","4806","Sidebar Menu Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","4749","Recruitment Menu Visibility Test @regression","chromium","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","5110","Forgot Password Back To Login Test @regression","firefox","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","7318","Recruitment Navigation Test @smoke","firefox","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","3920","Forgot Password Link Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","8759","Recruitment Header Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","6421","Search Time Module Test @regression","firefox","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","7527","Admin Sidebar Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","22890","Edit Employee First Name Test @smoke","webkit","2026-06-03","passed","2026-06-03","","editEmployee.spec.js","",""
"","14389","Admin Table Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","13866","Add Employee Last Name Field Test @regression","webkit","2026-06-03","passed","2026-06-03","Add Employee Tests","addEmployee.spec.js","",""
"","12042","My Info Refresh Test @smoke","webkit","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","3328","Login Page Refresh Test @regression","chromium","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","7846","Dashboard Menu Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","6995","Dashboard Buzz Widget Test @smoke","webkit","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","5342","Special Character Username Test @negative","firefox","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","6280","Dashboard My Actions Widget Test @sanity","chromium","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","6292","Profile Image Visibility Test @regression","chromium","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","5768","Forgot Password Invalid Username Test @negative","webkit","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","2945","Login Page URL Validation Test @smoke","chromium","2026-06-03","passed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","6217","Dashboard URL Validation Test @regression","webkit","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","5808","Direct Dashboard Access Without Login Test @negative","webkit","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","5066","Quick Launch Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","4850","Header Dropdown Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","3425","Login Page Refresh Test @regression","webkit","2026-06-03","passed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","8592","Dashboard Load Performance Test @performance","firefox","2026-06-03","passed","2026-06-03","","performance.spec.js","",""
"","17228","Edit Employee URL Validation Test @regression","chromium","2026-06-03","passed","2026-06-03","","editEmployee.spec.js","",""
"","4979","Forgot Password Empty Username Validation Test @negative","webkit","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","5351","Search Leave Module Test @sanity","chromium","2026-06-03","passed","2026-06-03","","searchValidation.spec.js","",""
"","5692","Support Option Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","5524","Dashboard Menu Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","9738","Employee Search Field Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","","searchEmployee.spec.js","",""
"","5452","Sidebar Search Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","7113","Leave Header Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","11651","Recruitment Page Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","8819","Dashboard Time Widget Test @regression","webkit","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","15348","Delete Employee Cancel Button Test @regression","chromium","2026-06-03","passed","2026-06-03","","deleteEmployee.spec.js","",""
"","5403","Dashboard Menu Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","8529","Time Navigation Test @sanity","firefox","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","12298","PIM Sidebar Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","PIM Module Tests","pim.spec.js","",""
"","3690","Forgot Password Username Field Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","3740","Login With Spaces Test @negative","webkit","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","4025","Forgot Password URL Validation Test @regression","firefox","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","7884","Admin URL Validation Test @regression","firefox","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","3858","Empty Username Test @negative","firefox","2026-06-03","passed","2026-06-03","Negative Login Tests","negativeLogin.spec.js","",""
"","4178","Notification Bell Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","2699","Login Password Field Visibility Test @regression","firefox","2026-06-03","passed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","10233","My Info Refresh Test @smoke","firefox","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","9728","Leave Refresh Test @regression","firefox","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","6636","Assign Leave Button Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
"","7221","Time Menu Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","6242","Form Submission Test @sanity","chromium","2026-06-03","passed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","11009","Last Name Field Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","8512","Forgot Password Cancel Button Visibility Test @regression","chromium","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","6349","Reports Button Visibility Test @regression","chromium","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","8900","Recruitment URL Validation Test @regression","firefox","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","5358","Dashboard Widgets Visibility Test @sanity","firefox","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","21488","Delete Employee Cancel Button Test @regression","webkit","2026-06-03","passed","2026-06-03","","deleteEmployee.spec.js","",""
"","3044","Login Password Field Visibility Test @regression","webkit","2026-06-03","passed","2026-06-03","Form Validation Tests","forms.spec.js","",""
"","4467","Logout URL Validation Test @sanity","firefox","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","9003","Valid Logout Test @smoke @regression","webkit","2026-06-03","passed","2026-06-03","Logout Tests","logout.spec.js","",""
"","7189","First Name Field Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","6157","Valid Login Test @smoke @regression","webkit","2026-06-03","passed","2026-06-03","Login Page Tests","login.spec.js","",""
"","6848","Forgot Password Refresh Test @sanity","chromium","2026-06-03","passed","2026-06-03","Forgot Password Tests","forgotPassword.spec.js","",""
"","4392","My Info Menu Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","","sidebarMenu.spec.js","",""
"","4660","Header URL Validation Test @smoke","chromium","2026-06-03","passed","2026-06-03","","headerValidation.spec.js","",""
"","11003","Recruitment Header Visibility Test @smoke","webkit","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","6580","Admin Header Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","Admin Module Tests","admin.spec.js","",""
"","10400","Recruitment Refresh Test @sanity","chromium","2026-06-03","passed","2026-06-03","","recruitment.spec.js","",""
"","8926","Time Page Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","6388","Save Button Visibility Test @sanity","chromium","2026-06-03","passed","2026-06-03","","myInfo.spec.js","",""
"","9137","My Info Navigation Test @regression","firefox","2026-06-03","passed","2026-06-03","","navigation.spec.js","",""
"","5700","Time Sidebar Visibility Test @smoke","chromium","2026-06-03","passed","2026-06-03","","time.spec.js","",""
"","10780","Recruitment Module Load Performance Test @performance","webkit","2026-06-03","passed","2026-06-03","","performance.spec.js","",""
"","6011","Quick Launch Visibility Test @smoke","firefox","2026-06-03","passed","2026-06-03","Dashboard Tests","dashboard.spec.js","",""
"","9388","Leave Header Visibility Test @sanity","webkit","2026-06-03","passed","2026-06-03","Leave Module Tests","leave.spec.js","",""
